Trail Name,Bottom Elev (ft),Top Elev (ft),Vertical Drop (ft),Difficulty,Resort,Slope Length (ft),Average Steepness
Tomahawk,9127.0,10013.0,886.0,Green,Steamboat,1.18,750.8474576271187
Why Not,7569.0,9055.0,1486.0,Green,Steamboat,2.6,571.5384615384615
Yoo Hoo,7428.0,7756.0,328.0,Green,Steamboat,3379.2000000000003,0.09706439393939394
Baby Powder,9390.0,9685.0,292.0,Green,Steamboat,2006.4,0.14553429027113238
Bail Out,10003.0,10062.0,59.0,Green,Steamboat,739.2,0.07981601731601731
Bashor,7461.0,7749.0,289.0,Green,Steamboat,1320.0,0.21893939393939393
Between,7743.0,7881.0,138.0,Green,Steamboat,844.8000000000001,0.1633522727272727
Betwixt,8140.0,8307.0,167.0,Green,Steamboat,1689.6000000000001,0.09883996212121211
Big Foot,7661.0,7835.0,174.0,Green,Steamboat,686.4,0.2534965034965035
Big Meadow,9734.0,9918.0,184.0,Green,Steamboat,1478.4,0.12445887445887445
Blizzard,8533.0,8747.0,217.0,Green,Steamboat,792.0,0.273989898989899
Buckshot,9439.0,9705.0,262.0,Green,Steamboat,1056.0,0.2481060606060606
Buddy's Run,9049.0,10335.0,1286.0,Green,Steamboat,4699.2,0.27366360231528775
Calf Roper,9731.0,9908.0,177.0,Green,Steamboat,1531.1999999999998,0.11559561128526648
Cheesy Grits,10154.0,10318.0,161.0,Green,Steamboat,1108.8,0.14520202020202022
Cowboy Coffee,10072.0,10371.0,299.0,Green,Steamboat,1425.6000000000001,0.20973625140291804
Cub,9731.0,9921.0,194.0,Green,Steamboat,950.4,0.20412457912457913
Daybreak,8556.0,9150.0,594.0,Green,Steamboat,2376.0,0.25
Dusk,9478.0,9636.0,157.0,Green,Steamboat,580.8,0.2703168044077135
Eagle's Nest,7753.0,8150.0,397.0,Green,Steamboat,1425.6000000000001,0.27847923681257014
Fawn,9219.0,9465.0,249.0,Green,Steamboat,1267.2,0.19649621212121213
Flintlock,9150.0,10213.0,1063.0,Green,Steamboat,4963.2,0.21417633784655063
Frying Pan,10161.0,10351.0,190.0,Green,Steamboat,739.2,0.257034632034632
Headwall,7054.0,7182.0,128.0,Green,Steamboat,431.0,0.29698375870069604
Heavenly Daze,7969.0,9022.0,1053.0,Green,Steamboat,3379.2000000000003,0.3116122159090909
High Noon,9324.0,10338.0,1014.0,Green,Steamboat,4646.4,0.21823347107438018
Highline,10167.0,10371.0,203.0,Green,Steamboat,2323.2,0.08737947658402205
Huffman's,8789.0,8986.0,194.0,Green,Steamboat,686.4,0.28263403263403264
Jess' Cut Off,7841.0,7959.0,121.0,Green,Steamboat,950.4,0.12731481481481483
Kit,9934.0,10128.0,197.0,Green,Steamboat,633.6,0.3109217171717172
Lariat,8068.0,8146.0,79.0,Green,Steamboat,739.2,0.10687229437229437
Lightning,8202.0,8799.0,597.0,Green,Steamboat,2640.0,0.22613636363636364
Lower Concentration,7635.0,8136.0,502.0,Green,Steamboat,1953.6,0.256961506961507
Lower High Noon,8448.0,9324.0,879.0,Green,Steamboat,3484.8,0.25223829201101927
Main Drag,7638.0,7953.0,312.0,Green,Steamboat,2270.4,0.13742071881606766
Meadow Lane,9564.0,9695.0,131.0,Green,Steamboat,1056.0,0.1240530303030303
Moonlight,8504.0,9039.0,535.0,Green,Steamboat,2428.8,0.22027338603425559
One O' Clock,9140.0,9692.0,548.0,Green,Steamboat,1847.9999999999998,0.2965367965367966
Over Easy,10210.0,10531.0,322.0,Green,Steamboat,1372.8,0.23455710955710957
Pup,9491.0,9777.0,285.0,Green,Steamboat,1108.8,0.25703463203463206
Quickdraw,9127.0,10371.0,1243.0,Green,Steamboat,1.21,1027.2727272727273
Rainbow,8402.0,9757.0,1355.0,Green,Steamboat,1.03,1315.5339805825242
Ramrod,9295.0,9573.0,279.0,Green,Steamboat,1267.2,0.22017045454545453
Rooster,10085.0,10358.0,269.0,Green,Steamboat,1372.8,0.19594988344988346
Rowel,8694.0,8822.0,128.0,Green,Steamboat,451.0,0.2838137472283814
Rudi's Run,8812.0,9068.0,256.0,Green,Steamboat,1003.2,0.2551834130781499
Sitz,7710.0,8009.0,299.0,Green,Steamboat,1214.4,0.2462121212121212
Sky Line,9052.0,9193.0,141.0,Green,Steamboat,950.4,0.14835858585858586
Snooze Bar,10000.0,10531.0,535.0,Green,Steamboat,4276.8,0.12509352787130565
Spike,9124.0,9321.0,197.0,Green,Steamboat,1531.1999999999998,0.12865726227795196
Sunshine Lift Line,9127.0,10361.0,1234.0,Green,Steamboat,1.0,1234.0
Tomahawk Face,10016.0,10377.0,361.0,Green,Steamboat,1320.0,0.2734848484848485
Tornado Lane,8474.0,8967.0,492.0,Green,Steamboat,2270.4,0.21670190274841436
Tower,9085.0,9193.0,108.0,Green,Steamboat,528.0,0.20454545454545456
Traverse,10312.0,10361.0,49.0,Green,Steamboat,739.2,0.06628787878787878
Vagabond,7448.0,9058.0,1614.0,Green,Steamboat,1.23,1312.1951219512196
Velvet,9062.0,9190.0,128.0,Green,Steamboat,844.8000000000001,0.1515151515151515
Vogue,7228.0,7707.0,479.0,Green,Steamboat,1636.8,0.29264418377321605
Wapiti,9039.0,9081.0,43.0,Green,Steamboat,686.4,0.06264568764568765
1/2 Hitch,9462.0,9731.0,269.0,Green,Steamboat,1531.1999999999998,0.17567920585161967
Alarm Clock,10361.0,10502.0,141.0,Green,Steamboat,528.0,0.26704545454545453
All Out,7211.0,7740.0,528.0,Green,Steamboat,1584.0,0.3333333333333333
Ambush,8632.0,8970.0,338.0,Green,Steamboat,844.8000000000001,0.40009469696969696
B.C. Liftline,8786.0,9180.0,394.0,Green,Steamboat,1003.2,0.3927432216905901
Bear Claw,7726.0,7864.0,138.0,Green,Steamboat,521.0,0.2648752399232246
Biscuits,10092.0,10344.0,253.0,Green,Steamboat,950.4,0.2662037037037037
Black Powder,9895.0,10190.0,295.0,Green,Steamboat,1742.4,0.16930670339761247
Bug's Runs,9327.0,9682.0,354.0,Green,Steamboat,1161.6,0.3047520661157025
Cabin Fever,9495.0,9715.0,220.0,Green,Steamboat,633.6,0.3472222222222222
Chaps,8346.0,8802.0,456.0,Green,Steamboat,1056.0,0.4318181818181818
Chuckwagon,8950.0,9078.0,128.0,Green,Steamboat,580.8,0.22038567493112948
Closets,9544.0,9895.0,351.0,Green,Steamboat,792.0,0.4431818181818182
Concentration,8159.0,8940.0,781.0,Green,Steamboat,1636.8,0.4771505376344086
Corridor,10348.0,10528.0,180.0,Green,Steamboat,1320.0,0.13636363636363635
Crowtrack,10066.0,10390.0,325.0,Green,Steamboat,844.8000000000001,0.38470643939393934
Cyclone,9016.0,9711.0,696.0,Green,Steamboat,2164.7999999999997,0.3215077605321508
Dawn,9213.0,9475.0,266.0,Green,Steamboat,1161.6,0.22899449035812675
Diamond Hitch,8737.0,9364.0,627.0,Green,Steamboat,1531.1999999999998,0.4094827586206897
Drop Out,8202.0,8822.0,620.0,Green,Steamboat,1531.1999999999998,0.4049111807732498
Fetcher Glade,9321.0,9616.0,295.0,Green,Steamboat,686.4,0.4297785547785548
First Chance,9728.0,10023.0,299.0,Green,Steamboat,2851.2000000000003,0.10486812570145902
Flying Z,9052.0,9747.0,696.0,Green,Steamboat,2164.7999999999997,0.3215077605321508
Flying Z Gulch,9042.0,9728.0,686.0,Green,Steamboat,2270.4,0.30214940098661025
Fools Gold,9455.0,9708.0,253.0,Green,Steamboat,739.2,0.34226190476190477
Four Points Lift Line,8406.0,8720.0,315.0,Green,Steamboat,844.8000000000001,0.3728693181818182
Gravy,10082.0,10279.0,194.0,Green,Steamboat,792.0,0.24494949494949494
Hot Cakes,10000.0,10194.0,194.0,Green,Steamboat,1161.6,0.16701101928374656
Huevos,10233.0,10495.0,259.0,Green,Steamboat,739.2,0.35037878787878785
Hurricane,8635.0,9419.0,787.0,Green,Steamboat,1900.8,0.4140361952861953
Jump Start,10056.0,10230.0,174.0,Green,Steamboat,792.0,0.2196969696969697
Kuus' Cruise,8891.0,9987.0,1096.0,Green,Steamboat,2323.2,0.47176308539944906
Last Chance,9488.0,9728.0,236.0,Green,Steamboat,2851.2000000000003,0.08277216610549944
Lights Out,8760.0,9108.0,348.0,Green,Steamboat,1003.2,0.34688995215311
Longhorn,8176.0,9731.0,1552.0,Green,Steamboat,4804.8,0.323010323010323
Lower Valley View,7175.0,7956.0,781.0,Green,Steamboat,3379.2000000000003,0.23111979166666666
Middle Rib,8081.0,9734.0,1654.0,Green,Steamboat,1.08,1531.4814814814813
Morningside Lift Line,10010.0,10272.0,266.0,Green,Steamboat,1636.8,0.16251221896383186
Mother Nature,7992.0,8176.0,187.0,Green,Steamboat,349.0,0.5358166189111748
Nash Junction,9390.0,9491.0,102.0,Green,Steamboat,362.0,0.281767955801105
Nelson's Run,8501.0,9701.0,1201.0,Green,Steamboat,2956.8,0.4061823593073593
Norther,8533.0,9101.0,568.0,Green,Steamboat,1900.8,0.2988215488215488
Oops,8543.0,8957.0,413.0,Green,Steamboat,897.6,0.4601158645276292
Outlaw,8186.0,8773.0,584.0,Green,Steamboat,2270.4,0.2572233967582805
Perry Park,9514.0,9669.0,154.0,Green,Steamboat,416.0,0.3701923076923077
Pony Express Lift Line,8520.0,9482.0,961.0,Green,Steamboat,2534.4,0.3791824494949495
Rolex,8465.0,9249.0,784.0,Green,Steamboat,2112.0,0.3712121212121212
Royal Flush,8593.0,9705.0,1112.0,Green,Steamboat,2798.4,0.39736992567181245
See Me,7201.0,7733.0,528.0,Green,Steamboat,1636.8,0.3225806451612903
Shadows,9511.0,9990.0,479.0,Green,Steamboat,1267.2,0.37799873737373735
Sideburn,9961.0,10289.0,328.0,Green,Steamboat,1214.4,0.2700922266139657
Skeeter's Run,9656.0,9862.0,210.0,Green,Steamboat,1161.6,0.18078512396694216
Storm Peak Catwalk,10207.0,10299.0,92.0,Green,Steamboat,739.2,0.12445887445887445
Storm Peak North,9757.0,10358.0,600.0,Green,Steamboat,1953.6,0.3071253071253071
Storm Peak South,9662.0,10367.0,705.0,Green,Steamboat,2217.6,0.3179112554112554
Sundown Liftline,8573.0,10295.0,1722.0,Green,Steamboat,4276.8,0.4026374859708193
Sunnyside,8442.0,9196.0,755.0,Green,Steamboat,2534.4,0.2979008838383838
Sunset,9121.0,9685.0,564.0,Green,Steamboat,1584.0,0.3560606060606061
Surprise,8294.0,8576.0,282.0,Green,Steamboat,844.8000000000001,0.3338068181818182
Ted's Ridge,8025.0,8665.0,640.0,Green,Steamboat,1689.6000000000001,0.3787878787878788
The Ridge,10115.0,10308.0,190.0,Green,Steamboat,298.0,0.6375838926174496
Three O' Clock,8504.0,10171.0,1667.0,Green,Steamboat,4276.8,0.38977740366629254
Tornado,8747.0,9708.0,961.0,Green,Steamboat,2481.6,0.38725016118633143
Triangle 3,9813.0,10341.0,528.0,Green,Steamboat,1795.2,0.29411764705882354
Twilight,9275.0,9984.0,709.0,Green,Steamboat,1900.8,0.37300084175084175
Twister,8560.0,9619.0,1060.0,Green,Steamboat,2534.4,0.4182449494949495
Two O' Clock,9154.0,9823.0,669.0,Green,Steamboat,2112.0,0.31676136363636365
Typhoon,8967.0,9642.0,676.0,Green,Steamboat,1584.0,0.42676767676767674
Valley View,8074.0,8950.0,876.0,Green,Steamboat,2692.8,0.3253119429590018
Vertigo,7864.0,8560.0,696.0,Green,Steamboat,1478.4,0.47077922077922074
Voo Doo,7218.0,7694.0,472.0,Green,Steamboat,1372.8,0.34382284382284384
Vortex,8369.0,8986.0,617.0,Green,Steamboat,2006.4,0.30751594896331735
Wake Up Call,10292.0,10558.0,266.0,Green,Steamboat,739.2,0.3598484848484848
West Side,8612.0,9229.0,617.0,Green,Steamboat,1742.4,0.35410927456382
White Out,8576.0,9173.0,597.0,Green,Steamboat,1478.4,0.40381493506493504
WJW,8540.0,8976.0,436.0,Green,Steamboat,1003.2,0.43460925039872406
Christmas Tree Bowl East,10295.0,10499.0,203.0,Green,Steamboat,378.0,0.5370370370370371
Chute 1,10187.0,10384.0,197.0,Green,Steamboat,295.0,0.6677966101694915
Chute 2,10223.0,10390.0,167.0,Green,Steamboat,259.0,0.6447876447876448
Chute 3,10246.0,10410.0,164.0,Green,Steamboat,284.0,0.5774647887323944
East Face,10115.0,10374.0,259.0,Green,Steamboat,423.0,0.6122931442080378
No Names,10217.0,10538.0,322.0,Green,Steamboat,633.6,0.5082070707070707
North St. Pats,10187.0,10502.0,315.0,Green,Steamboat,739.2,0.4261363636363636
The Gully,10200.0,10512.0,312.0,Green,Steamboat,528.0,0.5909090909090909
Lil' Rodeo Terrain Park,6969.0,7113.0,144.0,Green,Steamboat,1108.8,0.12987012987012989
Maverick's Halfpipe,7559.0,7713.0,157.0,Green,Steamboat,580.8,0.2703168044077135
Mini Mav's Pipe,6916.0,6965.0,46.0,Green,Steamboat,314.0,0.1464968152866242
Nastar Race Area,7497.0,7828.0,331.0,Green,Steamboat,1478.4,0.22389069264069264
Rabbit Ears,7516.0,7654.0,138.0,Green,Steamboat,1003.2,0.1375598086124402
Arc,9055.0,9193.0,138.0,Blue,Steamboat,1320.0,0.10454545454545454
BC Ski Way,7467.0,8196.0,732.0,Blue,Steamboat,1.2,610.0
Bee Line,7467.0,7559.0,92.0,Blue,Steamboat,686.4,0.13403263403263405
Boulevard,7615.0,7959.0,341.0,Blue,Steamboat,2851.2000000000003,0.11959876543209876
Broadway,8445.0,9331.0,886.0,Blue,Steamboat,1.24,714.516129032258
Flat Out,8409.0,8468.0,62.0,Blue,Steamboat,1161.6,0.053374655647382925
Giggle Gulch,7205.0,7605.0,400.0,Blue,Steamboat,2376.0,0.16835016835016836
Park Lane,8934.0,9049.0,115.0,Blue,Steamboat,1108.8,0.10371572871572872
Preview,6932.0,7133.0,203.0,Blue,Steamboat,1584.0,0.12815656565656566
Rendezvous Way,9324.0,10007.0,682.0,Blue,Steamboat,4540.8,0.1501937984496124
Right O' Way,6923.0,7405.0,486.0,Blue,Steamboat,1.01,481.18811881188117
Rough Rider Basin,7559.0,7677.0,118.0,Blue,Steamboat,633.6,0.18623737373737373
Short Cut,7142.0,7421.0,279.0,Blue,Steamboat,2745.6,0.10161713286713286
So What,8264.0,8356.0,92.0,Blue,Steamboat,1320.0,0.0696969696969697
South Peak Flats,9262.0,9364.0,102.0,Blue,Steamboat,950.4,0.10732323232323232
Spur Run,8497.0,9052.0,554.0,Blue,Steamboat,1.14,485.9649122807018
Stampede,6909.0,7133.0,223.0,Blue,Steamboat,1795.2,0.12422014260249555
Sundial,10016.0,10374.0,354.0,Blue,Steamboat,1900.8,0.18623737373737373
Swinger,7228.0,7513.0,285.0,Blue,Steamboat,1795.2,0.1587566844919786
Tomahawk,9127.0,10013.0,886.0,Blue,Steamboat,1.18,750.8474576271187
Why Not,7569.0,9055.0,1486.0,Blue,Steamboat,2.6,571.5384615384615
Yoo Hoo,7428.0,7756.0,328.0,Blue,Steamboat,3379.2000000000003,0.09706439393939394
Baby Powder,9390.0,9685.0,292.0,Blue,Steamboat,2006.4,0.14553429027113238
Bail Out,10003.0,10062.0,59.0,Blue,Steamboat,739.2,0.07981601731601731
Bashor,7461.0,7749.0,289.0,Blue,Steamboat,1320.0,0.21893939393939393
Between,7743.0,7881.0,138.0,Blue,Steamboat,844.8000000000001,0.1633522727272727
Betwixt,8140.0,8307.0,167.0,Blue,Steamboat,1689.6000000000001,0.09883996212121211
Big Foot,7661.0,7835.0,174.0,Blue,Steamboat,686.4,0.2534965034965035
Big Meadow,9734.0,9918.0,184.0,Blue,Steamboat,1478.4,0.12445887445887445
Blizzard,8533.0,8747.0,217.0,Blue,Steamboat,792.0,0.273989898989899
Buckshot,9439.0,9705.0,262.0,Blue,Steamboat,1056.0,0.2481060606060606
Buddy's Run,9049.0,10335.0,1286.0,Blue,Steamboat,4699.2,0.27366360231528775
Calf Roper,9731.0,9908.0,177.0,Blue,Steamboat,1531.1999999999998,0.11559561128526648
Cheesy Grits,10154.0,10318.0,161.0,Blue,Steamboat,1108.8,0.14520202020202022
Cowboy Coffee,10072.0,10371.0,299.0,Blue,Steamboat,1425.6000000000001,0.20973625140291804
Cub,9731.0,9921.0,194.0,Blue,Steamboat,950.4,0.20412457912457913
Daybreak,8556.0,9150.0,594.0,Blue,Steamboat,2376.0,0.25
Dusk,9478.0,9636.0,157.0,Blue,Steamboat,580.8,0.2703168044077135
Eagle's Nest,7753.0,8150.0,397.0,Blue,Steamboat,1425.6000000000001,0.27847923681257014
Fawn,9219.0,9465.0,249.0,Blue,Steamboat,1267.2,0.19649621212121213
Flintlock,9150.0,10213.0,1063.0,Blue,Steamboat,4963.2,0.21417633784655063
Frying Pan,10161.0,10351.0,190.0,Blue,Steamboat,739.2,0.257034632034632
Headwall,7054.0,7182.0,128.0,Blue,Steamboat,431.0,0.29698375870069604
Heavenly Daze,7969.0,9022.0,1053.0,Blue,Steamboat,3379.2000000000003,0.3116122159090909
High Noon,9324.0,10338.0,1014.0,Blue,Steamboat,4646.4,0.21823347107438018
Highline,10167.0,10371.0,203.0,Blue,Steamboat,2323.2,0.08737947658402205
Huffman's,8789.0,8986.0,194.0,Blue,Steamboat,686.4,0.28263403263403264
Jess' Cut Off,7841.0,7959.0,121.0,Blue,Steamboat,950.4,0.12731481481481483
Kit,9934.0,10128.0,197.0,Blue,Steamboat,633.6,0.3109217171717172
Lariat,8068.0,8146.0,79.0,Blue,Steamboat,739.2,0.10687229437229437
Lightning,8202.0,8799.0,597.0,Blue,Steamboat,2640.0,0.22613636363636364
Lower Concentration,7635.0,8136.0,502.0,Blue,Steamboat,1953.6,0.256961506961507
Lower High Noon,8448.0,9324.0,879.0,Blue,Steamboat,3484.8,0.25223829201101927
Main Drag,7638.0,7953.0,312.0,Blue,Steamboat,2270.4,0.13742071881606766
Meadow Lane,9564.0,9695.0,131.0,Blue,Steamboat,1056.0,0.1240530303030303
Moonlight,8504.0,9039.0,535.0,Blue,Steamboat,2428.8,0.22027338603425559
One O' Clock,9140.0,9692.0,548.0,Blue,Steamboat,1847.9999999999998,0.2965367965367966
Over Easy,10210.0,10531.0,322.0,Blue,Steamboat,1372.8,0.23455710955710957
Pup,9491.0,9777.0,285.0,Blue,Steamboat,1108.8,0.25703463203463206
Quickdraw,9127.0,10371.0,1243.0,Blue,Steamboat,1.21,1027.2727272727273
Rainbow,8402.0,9757.0,1355.0,Blue,Steamboat,1.03,1315.5339805825242
Ramrod,9295.0,9573.0,279.0,Blue,Steamboat,1267.2,0.22017045454545453
Rooster,10085.0,10358.0,269.0,Blue,Steamboat,1372.8,0.19594988344988346
Rowel,8694.0,8822.0,128.0,Blue,Steamboat,451.0,0.2838137472283814
Rudi's Run,8812.0,9068.0,256.0,Blue,Steamboat,1003.2,0.2551834130781499
Sitz,7710.0,8009.0,299.0,Blue,Steamboat,1214.4,0.2462121212121212
Sky Line,9052.0,9193.0,141.0,Blue,Steamboat,950.4,0.14835858585858586
Snooze Bar,10000.0,10531.0,535.0,Blue,Steamboat,4276.8,0.12509352787130565
Spike,9124.0,9321.0,197.0,Blue,Steamboat,1531.1999999999998,0.12865726227795196
Sunshine Lift Line,9127.0,10361.0,1234.0,Blue,Steamboat,1.0,1234.0
Tomahawk Face,10016.0,10377.0,361.0,Blue,Steamboat,1320.0,0.2734848484848485
Tornado Lane,8474.0,8967.0,492.0,Blue,Steamboat,2270.4,0.21670190274841436
Tower,9085.0,9193.0,108.0,Blue,Steamboat,528.0,0.20454545454545456
Traverse,10312.0,10361.0,49.0,Blue,Steamboat,739.2,0.06628787878787878
Vagabond,7448.0,9058.0,1614.0,Blue,Steamboat,1.23,1312.1951219512196
Velvet,9062.0,9190.0,128.0,Blue,Steamboat,844.8000000000001,0.1515151515151515
Vogue,7228.0,7707.0,479.0,Blue,Steamboat,1636.8,0.29264418377321605
Wapiti,9039.0,9081.0,43.0,Blue,Steamboat,686.4,0.06264568764568765
1/2 Hitch,9462.0,9731.0,269.0,Blue,Steamboat,1531.1999999999998,0.17567920585161967
Alarm Clock,10361.0,10502.0,141.0,Blue,Steamboat,528.0,0.26704545454545453
All Out,7211.0,7740.0,528.0,Blue,Steamboat,1584.0,0.3333333333333333
Ambush,8632.0,8970.0,338.0,Blue,Steamboat,844.8000000000001,0.40009469696969696
B.C. Liftline,8786.0,9180.0,394.0,Blue,Steamboat,1003.2,0.3927432216905901
Bear Claw,7726.0,7864.0,138.0,Blue,Steamboat,521.0,0.2648752399232246
Biscuits,10092.0,10344.0,253.0,Blue,Steamboat,950.4,0.2662037037037037
Black Powder,9895.0,10190.0,295.0,Blue,Steamboat,1742.4,0.16930670339761247
Bug's Runs,9327.0,9682.0,354.0,Blue,Steamboat,1161.6,0.3047520661157025
Cabin Fever,9495.0,9715.0,220.0,Blue,Steamboat,633.6,0.3472222222222222
Chaps,8346.0,8802.0,456.0,Blue,Steamboat,1056.0,0.4318181818181818
Chuckwagon,8950.0,9078.0,128.0,Blue,Steamboat,580.8,0.22038567493112948
Closets,9544.0,9895.0,351.0,Blue,Steamboat,792.0,0.4431818181818182
Concentration,8159.0,8940.0,781.0,Blue,Steamboat,1636.8,0.4771505376344086
Corridor,10348.0,10528.0,180.0,Blue,Steamboat,1320.0,0.13636363636363635
Crowtrack,10066.0,10390.0,325.0,Blue,Steamboat,844.8000000000001,0.38470643939393934
Cyclone,9016.0,9711.0,696.0,Blue,Steamboat,2164.7999999999997,0.3215077605321508
Dawn,9213.0,9475.0,266.0,Blue,Steamboat,1161.6,0.22899449035812675
Diamond Hitch,8737.0,9364.0,627.0,Blue,Steamboat,1531.1999999999998,0.4094827586206897
Drop Out,8202.0,8822.0,620.0,Blue,Steamboat,1531.1999999999998,0.4049111807732498
Fetcher Glade,9321.0,9616.0,295.0,Blue,Steamboat,686.4,0.4297785547785548
First Chance,9728.0,10023.0,299.0,Blue,Steamboat,2851.2000000000003,0.10486812570145902
Flying Z,9052.0,9747.0,696.0,Blue,Steamboat,2164.7999999999997,0.3215077605321508
Flying Z Gulch,9042.0,9728.0,686.0,Blue,Steamboat,2270.4,0.30214940098661025
Fools Gold,9455.0,9708.0,253.0,Blue,Steamboat,739.2,0.34226190476190477
Four Points Lift Line,8406.0,8720.0,315.0,Blue,Steamboat,844.8000000000001,0.3728693181818182
Gravy,10082.0,10279.0,194.0,Blue,Steamboat,792.0,0.24494949494949494
Hot Cakes,10000.0,10194.0,194.0,Blue,Steamboat,1161.6,0.16701101928374656
Huevos,10233.0,10495.0,259.0,Blue,Steamboat,739.2,0.35037878787878785
Hurricane,8635.0,9419.0,787.0,Blue,Steamboat,1900.8,0.4140361952861953
Jump Start,10056.0,10230.0,174.0,Blue,Steamboat,792.0,0.2196969696969697
Kuus' Cruise,8891.0,9987.0,1096.0,Blue,Steamboat,2323.2,0.47176308539944906
Last Chance,9488.0,9728.0,236.0,Blue,Steamboat,2851.2000000000003,0.08277216610549944
Lights Out,8760.0,9108.0,348.0,Blue,Steamboat,1003.2,0.34688995215311
Longhorn,8176.0,9731.0,1552.0,Blue,Steamboat,4804.8,0.323010323010323
Lower Valley View,7175.0,7956.0,781.0,Blue,Steamboat,3379.2000000000003,0.23111979166666666
Middle Rib,8081.0,9734.0,1654.0,Blue,Steamboat,1.08,1531.4814814814813
Morningside Lift Line,10010.0,10272.0,266.0,Blue,Steamboat,1636.8,0.16251221896383186
Mother Nature,7992.0,8176.0,187.0,Blue,Steamboat,349.0,0.5358166189111748
Nash Junction,9390.0,9491.0,102.0,Blue,Steamboat,362.0,0.281767955801105
Nelson's Run,8501.0,9701.0,1201.0,Blue,Steamboat,2956.8,0.4061823593073593
Norther,8533.0,9101.0,568.0,Blue,Steamboat,1900.8,0.2988215488215488
Oops,8543.0,8957.0,413.0,Blue,Steamboat,897.6,0.4601158645276292
Outlaw,8186.0,8773.0,584.0,Blue,Steamboat,2270.4,0.2572233967582805
Perry Park,9514.0,9669.0,154.0,Blue,Steamboat,416.0,0.3701923076923077
Pony Express Lift Line,8520.0,9482.0,961.0,Blue,Steamboat,2534.4,0.3791824494949495
Rolex,8465.0,9249.0,784.0,Blue,Steamboat,2112.0,0.3712121212121212
Royal Flush,8593.0,9705.0,1112.0,Blue,Steamboat,2798.4,0.39736992567181245
See Me,7201.0,7733.0,528.0,Blue,Steamboat,1636.8,0.3225806451612903
Shadows,9511.0,9990.0,479.0,Blue,Steamboat,1267.2,0.37799873737373735
Sideburn,9961.0,10289.0,328.0,Blue,Steamboat,1214.4,0.2700922266139657
Skeeter's Run,9656.0,9862.0,210.0,Blue,Steamboat,1161.6,0.18078512396694216
Storm Peak Catwalk,10207.0,10299.0,92.0,Blue,Steamboat,739.2,0.12445887445887445
Storm Peak North,9757.0,10358.0,600.0,Blue,Steamboat,1953.6,0.3071253071253071
Storm Peak South,9662.0,10367.0,705.0,Blue,Steamboat,2217.6,0.3179112554112554
Sundown Liftline,8573.0,10295.0,1722.0,Blue,Steamboat,4276.8,0.4026374859708193
Sunnyside,8442.0,9196.0,755.0,Blue,Steamboat,2534.4,0.2979008838383838
Sunset,9121.0,9685.0,564.0,Blue,Steamboat,1584.0,0.3560606060606061
Surprise,8294.0,8576.0,282.0,Blue,Steamboat,844.8000000000001,0.3338068181818182
Ted's Ridge,8025.0,8665.0,640.0,Blue,Steamboat,1689.6000000000001,0.3787878787878788
The Ridge,10115.0,10308.0,190.0,Blue,Steamboat,298.0,0.6375838926174496
Three O' Clock,8504.0,10171.0,1667.0,Blue,Steamboat,4276.8,0.38977740366629254
Tornado,8747.0,9708.0,961.0,Blue,Steamboat,2481.6,0.38725016118633143
Triangle 3,9813.0,10341.0,528.0,Blue,Steamboat,1795.2,0.29411764705882354
Twilight,9275.0,9984.0,709.0,Blue,Steamboat,1900.8,0.37300084175084175
Twister,8560.0,9619.0,1060.0,Blue,Steamboat,2534.4,0.4182449494949495
Two O' Clock,9154.0,9823.0,669.0,Blue,Steamboat,2112.0,0.31676136363636365
Typhoon,8967.0,9642.0,676.0,Blue,Steamboat,1584.0,0.42676767676767674
Valley View,8074.0,8950.0,876.0,Blue,Steamboat,2692.8,0.3253119429590018
Vertigo,7864.0,8560.0,696.0,Blue,Steamboat,1478.4,0.47077922077922074
Voo Doo,7218.0,7694.0,472.0,Blue,Steamboat,1372.8,0.34382284382284384
Vortex,8369.0,8986.0,617.0,Blue,Steamboat,2006.4,0.30751594896331735
Wake Up Call,10292.0,10558.0,266.0,Blue,Steamboat,739.2,0.3598484848484848
West Side,8612.0,9229.0,617.0,Blue,Steamboat,1742.4,0.35410927456382
White Out,8576.0,9173.0,597.0,Blue,Steamboat,1478.4,0.40381493506493504
WJW,8540.0,8976.0,436.0,Blue,Steamboat,1003.2,0.43460925039872406
Christmas Tree Bowl East,10295.0,10499.0,203.0,Blue,Steamboat,378.0,0.5370370370370371
Chute 1,10187.0,10384.0,197.0,Blue,Steamboat,295.0,0.6677966101694915
Chute 2,10223.0,10390.0,167.0,Blue,Steamboat,259.0,0.6447876447876448
Chute 3,10246.0,10410.0,164.0,Blue,Steamboat,284.0,0.5774647887323944
East Face,10115.0,10374.0,259.0,Blue,Steamboat,423.0,0.6122931442080378
No Names,10217.0,10538.0,322.0,Blue,Steamboat,633.6,0.5082070707070707
North St. Pats,10187.0,10502.0,315.0,Blue,Steamboat,739.2,0.4261363636363636
The Gully,10200.0,10512.0,312.0,Blue,Steamboat,528.0,0.5909090909090909
Lil' Rodeo Terrain Park,6969.0,7113.0,144.0,Blue,Steamboat,1108.8,0.12987012987012989
Maverick's Halfpipe,7559.0,7713.0,157.0,Blue,Steamboat,580.8,0.2703168044077135
Mini Mav's Pipe,6916.0,6965.0,46.0,Blue,Steamboat,314.0,0.1464968152866242
Nastar Race Area,7497.0,7828.0,331.0,Blue,Steamboat,1478.4,0.22389069264069264
